station_name,latitude,longitude,charging_power,total_slots,occupied_slots
Hotel Marigold,17.437257,78.4522943,60,6,3
BSES RAPID CHARGING ZONE,28.62145,77.293556,60,6,2
Relux Experience Centre (ABS e-auto & Charger),13.00777749,80.20730884,50,10,7
Hotel Aishwarya Bhavan (Safa Electric),12.24034498,79.66228159,50,8,5
RR Charging Station (RR Charging Station),12.77988445,78.71776971,60,5,3
Sihla Energy Sihla Energy,10.73477485,76.04854399,30,9,9
Hotel Sangeetha (Duriyam Charging Station),11.19362344,78.10483415,60,8,1
Hotel Temple City Lake (Inn KSN Charging Station),9.987081053,78.24154444,50,8,8
Alps Residency - A Bergamont Group of Hotel-,12.54250304,78.20153274,60,10,3
Sri Durga Bhavan Elite (Devika Yogaraajan Charging Station),12.9023796,78.93386744,60,11,7
AIMA Charging Station ,10.887677,76.189595,50,10,5
Bhimas Residency Hotel ,13.62754649,79.43056383,30,9,2
RMS Towers (Ero_G Electric Charging Station),11.30199446,77.60004376,60,7,0
Hotel JAS,17.39957297,82.68113802,30,10,7
Unger India pvt India,28.499,77.08356,60,7,3
Paschim Vidyut Vitaran Pologround,23.24006,75.78122,50,6,3
ADYAR ANANDA BHAVAN,11.591985,78.627219,50,10,9
SREE ANNAPOORNA HOTEL,11.175093,77.263374,30,10,1
VR MALL WHITEFIELD,12.996362,77.695802,60,8,3
THE FORUM MALL,12.934801,77.610918,30,8,0
Kanthari Restaurants & Banquets,9.4551752,76.5425594,60,10,0
BROOKFIELDS MALL ,11.008935,76.95954,30,11,6
HiLITE Mall,11.2484737,75.8335122,30,9,6
HOTEL SURYA COMPLEX,12.582141,78.157101,50,11,9
MALL OF MYSORE,12.298073,76.664021,30,6,2
SHREE SARAVANA BHAVAN,11.519342,77.935042,50,11,0
Aswins Veg Restaurant,11.2064644,78.8812406,30,8,9
Cafu00e9 Udupi Ruchi,11.7194357,79.3364597,50,9,4
Grand mall,10.0243734,76.3088679,50,10,1
Hotel Kodai International,10.2428087,77.4983634,30,6,0
Hotel Kadamba ,12.9019627,77.468995,30,11,7
Annapoorna Cafe,10.2230435,76.3755255,30,5,6
D square Mall,12.6462747,78.0470111,50,6,0
Hotel Devaragam,10.5955128,76.0443322,50,6,1
Gokul Oottupura NH 47 Veetarian Restaurant,10.0111333,76.3123714,50,9,9
ADAYAR ANANDA BHAVAN,12.297694,79.73365,60,6,4
Adyar Ananda Bhavan I Navakkarai,10.8559461,76.8625309,50,6,6
Adyar Ananda Bhavan I Rasipuram,11.4922712,78.1535774,60,6,5
Ganpat Grand I Palani,10.4425816,77.5203903,60,11,6
Aasai Aasai Anandha Bhavan | Omalur,11.7592238,78.4273441,50,11,7
Hotel Temple City I Thirumangalam,9.7590386,77.9791582,50,7,3
Hotel Temple City I vadippatti,10.0804337,77.9776792,60,11,7
Hotel Paakashala I Yediyur,12.9902212,76.8816809,60,7,6
A S M ABDUL CADER AND CO,12.99431,80.18706,50,7,8
"BP,GHAR-MARAIMALAI NAGAR",12.78326,80.01671,30,9,0
SAKTHI MADUMALAR AGENCIES,12.43395,79.83235,60,6,5
SRI VENNI AGENCIES,12.16381,79.61146,50,7,5
RAVIE AGENCIES,12.06382,79.54755,50,11,3
BP-ULUNDURPET,11.71881,79.33575,60,8,0
BP-TRICHY,11.03248,78.80801,30,6,4
KARTHIK AGENCIES,11.00462,78.78876,30,5,1
SRI RAJAN ENTERPRISES,10.02184,78.31352,50,8,8
BP-OTHAKKADAI,9.9445,78.15418,50,7,3
GJ | Ahmedabad | Abhinav Girls Hostel Bodakdev,23.058,72.5001,60,11,9
Hotel Bliss | Tirupati,13.6253731,79.4322333,50,11,5
Bhimas Residency Hotel ,13.62754649,79.43056383,50,7,6
"Jayalakshmi Auto, Gudavalli",16.5129225,80.7497565,50,5,5
"Garuda Food Court, Komirepalle",16.778579,81.221054,50,8,9
"Shiv Shanker Motors, Gajuwaka",17.68429,83.185923,30,11,0
"Shiv Shanker Motors, Kancharpalem",17.738719,83.26258,60,8,0
"Croma u00e2u0080u0093 MVR Complex, Waltair Uplands",17.725417,83.315175,30,9,4
"IOCL - NAVABHARAGAVA FILLING STATION, Vijayawada - Hyderabad Hwy",16.5812639,80.5263493,60,10,7
"Highway Grand World, Chennai-Tirupati Highway NH 716",13.29360934,79.58170947,50,9,9
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",13.37412051,79.09210293,30,8,8
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",13.4799438,79.1897903,60,5,1
"IOCL Sree Devi Prasad Services, Naamavaram",17.3736805,82.5862594,50,6,7
"Nandi Food Plaza, Nalagam palli",13.2035919,78.9415658,30,5,8
"River Bay Resorts, Gautami Ghat",16.9921196,81.7735774,50,9,5
"IOCL - KOORAPATI SERVICE STATION, Tirupati",13.6207096,79.3828146,50,6,6
"IOCL - Sai Krupa Filling Station, SH 26",15.1462972,77.3774561,60,6,9
"Sasya Auto Cars, Bellari X Roads - NH 44",15.8305662,78.0179892,60,11,2
"Sasya Automotives, Near EENADU Office - NH 44",15.8498643,78.0045003,60,6,1
"PNR Function Hall, Chennai-Ballary Highway",14.7529922,78.5550768,60,7,1
IOCL - TIRUMALA AGENCIES,17.0758862,82.1217314,50,7,9
Hotel JAS,17.39957297,82.68113802,30,9,4
"Utkarsh Mototech, Assam Trunk Rd",26.164406,91.715516,50,5,4
"Pragati Trading, NH 37",26.7470487,94.1680718,60,7,8
"Ashutosh Motors, Lokhra",26.111365,91.746149,30,6,7
"Ashutosh Motors, near NHPC Godown",26.3123315,92.6401864,30,5,9
"Sarawgi Motors, Saukuchi",26.111877,91.759799,30,5,7
"DN Regalia Mall, Patrapada",20.240903,85.758056,30,6,4
"Shankar Motors, Patliputra Industrial Area",25.634199,85105514.0,30,11,1
"Shankar Motors, Prem Nagar",25.2522094,87.0450289,50,9,6
"Bahubali Motors, Transport Nagar",21.2567897,81.5594445,50,9,2
"Jagdalpur Motors, Geedam Road",19.0657802,81.9635956,30,11,7
"Goyal Coal Sizing, Pendridih",22.0136612,82.0487988,30,10,9
"Prince Guest House & Restaurant, Transport Nagar",21.3194434,81.6372966,50,5,6
"BHASIN VENTURES, Telibandha",21.2378172,81.6896148,50,11,4
"Sairam Automobiles, Krishna Nagar",21.2165392,81.401487,30,5,5
GJ | Chikhali | Chikhli - Hotel Empire,20.6909,72.9496,50,10,5
"Live Box Hyphen, Sahastradhara Road",30.364799,78.0853527,60,11,6
BSES RAPID CHARGING ZONE,28.62145,77.293556,60,10,2
MG DELHI SHIVAJI MARG,28.66196,77.152242,60,7,9
MG DELHI LAJPAT NAGAR,28.564863,77.236743,50,6,6
EESL Chelmsford Club,28.61826041,77.21256986,30,11,7
EESL Chelmsford Club,28.61826041,77.21256986,50,8,7
u00c2u00a0EESL Sushma Swaraj Bhawan,28.59583333,77.18055556,60,6,6
EESL Delhi Haat,28.572793,77.208662,50,10,8
EESL Chelmsford Club,28.61826041,77.21256986,30,9,9
EESL Chelmsford Club,28.61826041,77.21256986,30,6,4
"GO AUTO/ Treo Tata, Safdargunj",28.56483,77.18891,30,11,4
"Autovikas, Motinagar",28.66078,77.1536,30,6,2
"Westside, Lajpat Nagar",28.56817,77.24112,60,5,6
"IOCL - WELCOME MOTORS, Saket",28.5279341,77.2156347,50,10,0
"Malwa Automobiles, Rohini",28.709289,77.135499,60,9,8
"IOCL - Nineteenth Hole Service Station, Dr Zakir Hussain Ro",28.60259,77.237904,60,7,8
"IOCL - Sabarwal Service Station, RK Puram",28.564625,77.177461,50,6,7
"AIRIA MALL, Sec 68 Sohna Road",28.383022,77.05228,50,10,2
"IOCL - Jai Sai Motors, Okhla Phase 1",28.527674,77.273003,60,8,1
"IOCL - COCO, Jungpura",28.587135,77.241353,50,10,3
"IOCL - Irwin Petrol Pump, Connaught Place",28.62932,77.21262,60,10,4
"IOCL - RK Service Station, ChanakyaPuri",28.58342,77.191319,60,6,7
"IOCL - Intimate Filling Station, Soami Nagar",28.543012,77.220429,30,6,5
"True North, Mayapuri",28.633301,77.126961,30,5,6
"IOCL - COCO Niti Marg, Chanakyapuri",28.599629,77.195806,50,5,0
"Sagar Motors, Dilshad Garden",28.676246,77.31768,50,7,4
"Pacific Mall, Tagore Garden",28.6422188,77.1058913,30,8,9
IOCL Risal Petro Delhi,28.7324265,77.1986248,30,7,1
IOCL Paul Motors Delhi,28.61986668,77.11398244,60,10,8
IOCL Bedi Saxena Delhi,28.627092,77.121841,30,6,5
AARGO CSC MINTO ROAD,28.63547,77.2213,50,8,4
"IOCL - Citi Fuels, Virender Nagar",28.622486,77.09547,60,10,7
"IOCL - Gay Service Station, Azadpur",28.703312,77.181109,30,9,1
"Pacific Mall,  Dwarka",28.5512199,77.056702,50,6,3
"Vardhaman Times Plaza, Pitampura",28.6874177,77.1341163,60,8,2
"HPCL - Delhi Punjab Fuel Station, Singhu Border",28.8558802,77.1245004,50,10,1
"DLF - The Crest, Sec 43",28.4438196,77.1117253,30,9,8
"DLF - The Camellias, Golf Course Road",28.451114,77.100126,60,5,5
IOCL - AAUI Service Station ,28.6179662,77.2487894,50,10,9
"Ginger Hotel, Sector- 63",28.6257406,77.3753188,30,9,8
"Vatika Market Place I, Sector 84",28.4022133,76.969045,30,9,6
"Vatika Market Place II, Sector 83",28.391085,76.97266,50,10,8
"Worldmark 2, Aerocity",28.5494799,77.1213702,60,6,1
"Worldmark 2, Aerocity",28.5494799,77.1213702,30,10,4
"Worldmark 3, Aerocity",28.5516849,77.1216672,30,8,1
"Worldmark 3, Aerocity",28.5516849,77.1216672,30,7,8
"Worldmark Gurgaon, Sector 65",28.3977181,77.0715213,60,6,7
"Worldmark Gurgaon, Sector 65",28.3977181,77.0715213,50,5,2
"Sree Gokulam Motors, Kolancherry",9.976850008,76.45768854,30,5,4
EESL Legislative Assembly Goa,15.51047222,73.83722222,30,11,5
"Terry's Super Market, Porvorim",15.50636,73.82488,30,5,8
"Priority Auto lincs, Taleiga",15.469336,73.820463,60,9,2
MG AHMEDABAD MAKARBA,22.996681,72.498226,30,5,6
Hotel swagat INN,21.30157137,72.95378153,60,10,7
"HONEST RESTAURANT NH8,MIYAGAM,MIYAGAM KARJAN,GUJARAT",22.0242,73.1175,60,10,6
"Ginger Vastrapur, Drive In Road",23.04626,72.53069,30,10,5
"Westside, Ellisbridge",23.02938,72.56142,30,5,3
"Progressive Cars, SG Highway",23.014261,72.503947,60,8,4
"Riya Autolink, Ambli BRTS Bus Stand",23.02558,72.47991,50,8,1
"Pramukh Auto, Umiya Nagar",21.164948,72.835879,50,9,3
"Jai Ganesh, Kothariya",22.227526,70.801092,60,7,9
"Shreeji Automart, Piplod",21.159829,72.770603,50,10,0
"IOCL Manjalpur, GIDC Rd Manjalpur",22.271793,73.190795,60,7,8
"ABC Autolink, NH 64 Ranoli",22.403828,73.13455,60,10,0
"IOCL Kevadia, Garudeshwar",21.885704,73.688136,60,8,9
"Fairfield by Marriott, Ashram Rd",23.0522787,72.5710882,50,11,1
"Ahmedabad One Mall, Vastrapur",23.0397522,72.5318124,50,10,9
"Ahmedabad One Mall, Vastrapur",23.0397522,72.5318124,30,11,2
"IOCL - Sardar Petro Station, Bakrol",22.935404,72.520954,30,5,0
"Parin Motors, NH8 Gondal Highway",22.225264,70.801197,60,7,9
"HP Service Center, Sola ",23.0633903,72.5317625,60,10,3
"HP Autocare , Bodakdev",23.0332201,72.5137528,30,8,5
Comfort Inn Legacy By One Earth,22.2967048,70.7991222,60,11,1
"Hotel Suba Grand, Dahej",21.7164114,72.6562979,60,10,2
"Hotel Suba Elite, Fatehganj Main Road",22.3205834,73.1883779,60,7,5
"Click Hotel, Junagadh",21.52840996,70.45845795,30,6,7
"Click Hotel, Bhuj",23.2655334,69.6786728,50,9,3
Unger India pvt India,28.499,77.08356,60,7,6
MG GURGAON SECTOR 15,28.462298,77.048472,50,8,8
HAREDA EESL Panchkula,30.695929,76.834874,60,5,8
AARGO GOLDEN GALAXY HOTEL,28.288075,77.295116,60,11,7
"SNEH DHABA, NH 1 Ganaur",29.157569,77.035833,60,5,9
"Vatika City Point, Sec 25",28.4811468,77.0831202,60,7,5
"IOCL - Tapan Auto, NH 22",30.8873188,77.0879411,50,7,3
"Daisy Motors, TML - CV, Hisar",29.1259617,75.8027817,50,7,2
"Croma, Ramanthapur",17.499345,78.541866,30,7,6
"Mr. Lalit Jenau00e2u0080u0098s Site, Panikoili",20.9238315,86.2494284,30,5,6
"Arise Autoz, Narwal Byepass",32.70661,74.89568,60,11,4
"Asia One Earth, Jammu Tawi",32.713043,74.8598406,60,9,9
"ASL Motors, Industrial Area",22.79094,86.14731,60,8,0
"Basudeb Auto Limited, Shanti Nagar",23.371302,85.350737,30,5,5
"Tata Steel Car Parking, Northern Town",22.800099,86.188305,30,11,5
"Sakchi - Parking, Basant Central",22.802611,86.203633,50,8,5
"Ambagan - Parking, Jubliee Park gate",22.808483,86.198276,50,6,7
"SS Motogen, Barwadda",23.848551,86.441642,30,9,2
"Ginger Hotel, Bistupur Main Road",22.78778833,86.18442833,60,9,2
THE FORUM MALL,12.934801,77.610918,60,8,1
MALL OF MYSORE,12.298073,76.664021,30,7,9
Hotel Kadamba ,12.9019627,77.468995,50,7,1
MG BENGALURU,12.865032,77.657853,30,11,4
BESCOM HSR LAYOUT,12.91162361,77.64899678,60,9,3
BESCOM BTM LAYOUT,12.91895366,77.61247565,50,9,9
BESCOM KATRIGUPPE,12.93068034,77.57662739,60,8,2
BESCOM BYATARAYANAPURA,12.9499757,77.540718,50,5,9
BESCOM MURUGESHPALAYA,12.95898377,77.66440273,50,9,6
BESCOM INDIRANAGAR,12.96495904,77.64423453,50,5,4
BBMP CORPORATION OFFICE,13.02425398,77.53671856,60,6,0
SHIVAJINAGAR TTMC,13.06689523,77.44430974,50,11,1
BESCOM BANASWADI,13.02043003,77.64093356,30,6,9
BESCOM MAHADEVAPURA,12.99493599,77.69924534,60,10,4
BESCOM YALHANKA,13.09596479,77.59452594,30,8,1
BESCOM JALAHALLI,13.05335357,77.54322724,30,10,2
BESCOM MATHIKERE,13.03823943,77.55775104,60,9,6
BESCOM -PEENYA SRS O&M,13.03211103,77.52748284,60,6,0
Hotel Paakashala I Yediyur,12.9902212,76.8816809,60,6,1
Hotel Mayura Veg I Yediyur,12.9877075,76.8744784,50,6,1
HOTEL SKY BIRDS I HASSAN,12.9873093,76.2061067,50,10,8
Indradhanush Restaurant I Mudagere,12.6395692,77.1413769,30,7,1
"Adishakti, Veeranpalya",13.04279,77.6093,50,5,5
"AB Infra Limited, old MIDC",12.99929,77.54963,60,10,2
"Key Motors, Kanakapura",12.90392,77.57349,60,5,7
"Ginger Whitefield, SAP Labs Rd",12.97692,77.71861,50,10,7
"Ginger Koramangala, Domlur",12.95234,77.63997,60,11,2
"Prerna Motors, Kudlugate",12.89083,77.63821,50,11,0
"KHT, Whitefield",12.96684,77.71657,50,8,0
"Kropex, Electronics City",12.872053,77.651174,30,7,4
"Dyuthi Automobiles, Hunsur Road",12.3255681,76.6102634,30,5,7
"Jubilant Autoworks, Padukodi",12.923728,74.831066,60,5,5
"Urs Kar motors, New Kantharaj Road",12.2951473,76.6415085,60,9,0
"Kalinga Tavern Residency, Hatna",12.9770904,76.8311918,30,9,9
"Adisakti Motors, Davangere",14.441957,75.95206,30,6,1
"Sree Auto, BH Road Tumakuru",13.344796,77.080192,60,7,9
"Manickbag automobiles, Udyambag",15.8191673,74.4937744,50,9,9
"Key Motors, Bannerghatta Road",77.597289,12.889141,30,6,8
"Dakshin Motors, NH - 4",13.9241147,76.6400077,50,5,9
"Taj Hotels Chikmagalur, KM Road",13.3366283,75.8178783,50,8,3
"Automatrix - Hassan, Bangalore-Mangalore Highway",12.9952076,76.07946736,60,9,6
"Click Hotel, Sadahalli",13.192134,77.646586,50,7,8
"Ginger Hotel, Near Kottara Chowki Junction",12.90902658,74.83596972,50,5,0
"SVS Tyres, sastapur - NH 65",17.8218258,76.9393922,50,11,1
Kanthari Restaurants & Banquets,9.4551752,76.5425594,50,11,4
HiLITE Mall,11.2484737,75.8335122,50,10,3
Grand mall,10.0243734,76.3088679,50,7,7
Annapoorna Cafe,10.2230435,76.3755255,30,7,9
Hotel Devaragam,10.5955128,76.0443322,30,5,9
Gokul Oottupura NH 47 Veetarian Restaurant,10.0111333,76.3123714,60,9,7
ANERT-EESL Ernakulam Kerala,9.977164,76.27777,30,8,0
ANERT-EESL AUTOKAST Kerala,9.63628,76.3352,60,7,3
ANERT-EESL Sangamukham Kerala,8.481159,76.912456,50,6,2
ANERT-EESL Thycaud Kerala,8.4927752,76.9572956,50,7,9
KSEB NEMOM,8.460016017,77.00402472,30,10,7
KSEBL OLAI,8.892952791,76.57878733,50,5,6
KSEBL PALARIVATTOM,10.00552573,76.3050448,50,7,0
KSEBL VIYYUR,10.56052307,76.2172408,60,6,4
KSEBL NALLALAM,11.20838069,75.80848587,60,11,7
KSEBL CHOVVA,11.86893912,75.40316573,60,5,8
Adyar Ananda Bhavan I Navakkarai,10.8559461,76.8625309,60,10,0
Sihla Energy Sihla Energy,10.73477485,76.04854399,50,10,9
AIMA Charging Station ,10.887677,76.189595,60,9,2
"CoastLine Garages, NH 47 Muttom",10.077281,76.337656,30,5,7
"CoastLine Garages, Kannur Road",11.282287,75.770054,30,9,0
"Marina Motors, Pantheerankavu",11.217,75.85801,50,6,6
"IOCL - JRO Pongam, Thrissur",10.245487,76.369589,50,10,2
"Sree Gokulam Motors, Nettoor",10.039145,76.315574,30,5,6
"Hyson Motors, Punkunnam",10.540817,76.189423,30,7,7
"KVR Dream vehicles, Nadal",11.83301,75.42643,30,8,7
"Muthoot Automotive, Mevaram",8.87386,76.64112,30,8,2
"KVR Dream vehicles, Vidya Nagar",12.51382323,75.02713173,30,6,6
"IOCL - SR Adhoc u00e2u0080u0093 COCO, Vytilla",9.9685,76.312879,60,10,1
"Gokulam Grand, Kovalam",8.390198,76.976356,50,9,2
"Gokulam Sabari, Guruvayur",10.596516,76.04243,50,8,6
"Sree Gokulam Motors, Edapally",9.9261126,76.317879,60,8,8
"Malayalam Vehicles, Vytila",9.9644345,76.3184956,30,8,8
"Misty Mountain Teyla, Peermade",9.5802797,76.9701859,60,6,2
"Misty Mountain Teyla, Mundakayam",9.5447482,76.877561,50,7,6
"Ginger Hotel, Kazakuttom",8.5615919,76.8763933,30,9,8
"Malayalam Vehicles, Aluva",10.0999671,76.3476841,30,6,7
GJ | Limbdi | HFM (Highway Food Mall) ,22.5676,71.7741,60,7,9
Paschim Vidyut Vitaran Pologround,23.24006,75.78122,60,9,8
"Hriday Cars, AB Road",22.7307225,75.8893731,60,6,8
"Varenyam Motor Car, Industrial Area",23.259006,77.456769,60,11,5
"IOCL COCO u00e2u0080u0093 Extoll College Br., Bhawadita Kalan",23.182404,77.432496,50,11,9
"CR - Bhandup Station, Bhandup East",19.1420246,72.937755,50,11,3
"Trimurti Petroleum, Panvel",18.9563188,73.1626506,50,11,1
"Hotel Suba International, Andheri East",19.1063175,72.8603219,60,10,5
"Hotel Suba Galaxy, Andheri East",19.1142415,72.8518766,50,7,5
"Hotel Suba Palace, Fort",18.9241214,72.8328155,60,11,1
Hemank Auto Parts,18.621902,73.82497,60,7,0
"HPCL autocare,Sajgaon",18.793453,73.297219,60,5,6
MH|MUMBAI|POWAI#HIRANANDANI GARDENS,19.12,72.9141,50,6,3
MH|TALASARI|HOTEL SAHYADRI,20.2212,72.8812,30,8,5
"GJ|NAVSARI|NH 8,GRID ROAD",20.9446,72.9628,60,10,1
McDonalds,16.6869187,74.2703805,30,10,3
"Select Cars, Sanath Nagar",17.45608,78.44656,60,5,7
"Select Cars, Alkapuri",17.3649,78.55747,50,5,3
"Ginger Mumbai, Andheri East",19.11599,72.85018,30,5,2
"Tata Power RS, Versova",19.13052,72.83056,50,6,6
"Inderjit Cars, Andheri West",19.14207,72.83241,30,11,7
"Heritage Motors, Panchpakhadi",19.1972,72.96321,60,8,0
"Tata Power, Vikhroli",19.095269,72.926195,60,11,0
"SAB Motors, Patel Nagar",28.67458,77.42895,30,11,8
"Multitech Motors, Sec 27 Faridabad",28.41873,77.31114,50,5,9
"Sparsh , Garg Plaza - Dwarka",28.60585,77.08133,30,8,7
"Rudra Motors, Wagholi",18.57391,73.9589,60,11,2
"Bafna, Tathawade",18.62343,73.74568,50,11,1
"Croma Pune, Aundh",18.55368,73.80696,50,11,4
"Godrej One, Vikhroli",19.0925655,72.9223514,50,8,5
"Inderjit Cars, Mira Road",19.277922,72.880256,50,11,6
"IOCL, Breach Candy",18.96555,72.80346,30,10,3
"Puneet, Prabadevi",19.01296,72.82652,60,6,5
"SAB Motors, Loni Road - Industrial Area",28.683213,77.377082,30,6,9
"Croma, L.B. Nagar",17.352657,78.546636,50,11,8
"Sai Baba, Theregaon",18.611143,73.783103,30,7,4
"Sridha Motors, Chakan",18.77893,73.87099,50,7,7
"Bikanerwala, NH 48 Panchgaon",28.323394,76.901196,50,5,5
"IOCL - COCO, Prabhadevi",19.018857,72.831076,50,11,6
"Nangia Cars, Hinghna",21.13459,79.004423,60,5,3
"Jitendra Wheels, Ambad",19.950077,73.749175,60,7,2
"Tata Power, Dharavi Colony",19.034402,72.85284,50,10,8
"Unique Automobiles, MIDC Shiroli",16.753021,74.279095,30,8,0
"Dhoot Motors, Adalat Road",19.872922,75.318613,30,8,4
"Nathani Heights, Mumbai Central",18.9688627,72.8207138,50,9,6
"Amanora Mall Big Bazar Parking, Hadapsar",18.51873971,73.936184,50,8,1
"Amnora Sport Arena, Hadapsar",18.51566576,73.94607248,60,9,4
"CSMT Station, Fort",18.9453551,72.8383287,30,9,8
"Mahanagar Gas Limited, Wadala",19.0472567,72.8783829,60,9,2
"IOCL COCO, BKC",19.0599578,72.8647916,50,7,6
"Vivera Hotels & Resorts, Loc 1, Narketpally",17.212796,79.166746,30,11,0
"Highway Hospitality, Rajugari Thota",17.1525348,79.5699188,50,11,2
"Zenith Chemical Works Pvt Ltd, Andheri East",19.1157451,72.8682563,50,6,8
"Panchjanya Motors, Bhosari",18.61547,73.84618,50,10,4
"Panchjanya Motors, Chinchwad",18.648576,73.798872,30,5,0
"Hotel Sai International Yelur, Sangali",16.956461,74.275721,50,10,0
"Sangam Hotel, Pune- Bangalore Road",17.2737243,74.1802756,50,11,0
"Amrai Hotel & Resort , NH 4 Shendre",17.63820763,74.01209174,50,8,7
"AH Group, Hinjewadi Phase I",18.589877,73.7383657,60,10,0
"Jaika Motors, Civil Lines",21.155667,79.078708,60,6,9
"IOCL Kini Causway, Bandra West",19.051601,72.838011,30,9,2
"IOCL Hundred Percent Filling & Service Station, Dwarka",28.578641,77.05962,30,7,7
"Vikarsh Nano technology, Dhangarwadi",18.11289,73.98985,60,5,5
"Oberai Motors,  ISBT Rd",30.289739,77.998788,30,6,5
"IOCL - COCO ALE 101, Mohabbatpur",26.968708,79.019513,60,7,3
"IOCL - COCO WRD, Agarkar Nagar",18.5269679,73.8655123,30,6,2
"MIDAS Auto, Industrial Area ",29.942456,78.144234,30,10,8
"Matsya Amazon Kitchens, Kurnool Rd",15.576915,77.93704,50,7,2
"Uniworld City, New Town",22.561997,88.492903,30,5,0
"Hotel Grand Leela Krishna, Bhimavaram",16.5451748,81.5199403,30,6,5
"Jadhav Solar & Automotives, Badnera",20.909443,77.7522447,30,6,5
"IOCL - SUJIT AUTOMOBILES, Bangalore-Kanyakumari Road",20.92258656,78.99986387,60,9,1
"Hotel Sanskruti , Trambakeshwar Rd",19.973146,73.68105,60,11,8
"RKL TML Showroom, Sec 9 GIDA",26.743642,84.263369,30,6,3
"Datson Electronics, Gorhe",18.423343,73.754875,60,5,3
"Ace Kudale Cycles, Manjri  Bk",18.4957722,73.97893593,60,8,9
"Hotel Dreamland, ST Main Market Mahabaleshwar",17.92564438,73.65552014,50,11,1
"ARDEE MALL, Sec 52 Gurgaon",28.444672,77.08082,50,7,2
"Hotel Baba Ramdev, Sirohi",24.973775,72.895964,60,11,8
"Hare Krishna Mahindra, Mulund West",19.163979,72.938751,60,9,5
"Brookfield, Powai",19.11637,72.91086,60,5,8
"Brookfield, Powai",19.11644,72.90968,30,6,1
"MG Ranchi, Line Tank Road",23.371745,85.326113,50,10,6
"MG Bhubaneswar, NH 16",20.352134,85.8903743,50,5,3
"Ginger Nashik , Satpur Colony",19.991881,73.743904,30,5,8
"TML- Sterling Motors , Renuka Nagar",19.9932,73.783133,50,7,9
"Satish Motors, Wanjarwadi",19.911983,75.232932,50,9,1
"Heritage Motors, Ghodbunder",19.25612,72.97145,60,6,7
"IOCL Karari Fuels, NH 44 Kishangarh",31.431348,75.620357,50,6,6
"IOCL Royal Petro, NH 44",29.731581,76.976511,30,9,3
"Smile Stone Motels, Kamargaon",18.9852363,74.5760075,50,6,0
"IOCL COCO u00e2u0080u0093 Central Jail RO, Rambagh",22.335789,73.173794,30,9,1
"IOCL - Vrindavan Fuels, Mangal Nagar,Manikbagh",22.6848351,75.8558249,50,10,2
"Chandrani Enterprises, Bogra",23.663888,87.057978,60,6,8
"TC Motors, Domjur",22.614383,88.273187,30,8,2
"Orange Auto, Erragadda",17.454398,78.434575,50,7,9
"Orange Auto, Karkhana",17.45848,78.5,60,10,5
"KRAFT AUTO, Bokaro Industrial Area",23.66473,86.073024,30,11,1
"IOCL COCO Palayamputhur, Palyampudur",12.0243727,78.0979115,60,6,6
"Four Points By Sheraton Hotel, Nagar Road",18.562826,73.922392,50,5,4
"IOCL - Ruchika Service Station, Mayur Vihar",28.6034988,77.3354221,60,11,7
"IOCL Laxmi Narayan Petroleum, Changodar",22.9378139,72.455668,50,9,1
"IOCL Om Petroleum, Kamod",22.9247437,72.5434955,60,7,0
"IOCL Omkar Petroleum, Subhanpura",22.3216986,73.154986,50,11,5
Hotel Mamalla,26.729623,88.373903,60,11,7
"Hotel Mamalla Heritage, Fisherman Colony",12.61860448,80.19400597,30,6,4
"Mahati Industries limited, Shankar Sheth Road",18.4995583,73.8685639,50,8,5
"Blue Moon Highway Restaurant, Bangalore-Hyderabad Highway",15.02395,77.620628,50,5,0
"Dion Automotives, Ankuli Bye Pass Road",19.298988,84.831762,50,10,6
"Shyam Automotive, AB Road",22.6520302,75.821321,60,8,3
"Aavas Hotels & Resorts, NH 16 Velampalli",15.6382976,80.0167529,60,11,6
"Sairam Automobiles, Light Industrial Area",21.206036,81.3418606,60,10,4
"Pacific Mall, Netaji Subash Palace",28.6933409,77.1531325,60,9,2
"Tristar Auto Agencies, RK Beach Junction",17.71241304,83.3184811,60,6,8
"Zostel, Dandeghar",17.9335258,73.8158574,60,5,5
"Rama Automobiles, Patilwada",18.99132729,73.94277954,60,11,8
"Hotel Temple View, Sai Nagar",19.7650352,74.4754592,50,10,8
"Oberoi Mall, Goregaon",19.1737611,72.8600172,50,11,9
"Oberoi Mall, Goregaon",19.1737611,72.8600172,60,5,3
"Daspalla Hotels, Suryabagh",17.7105539,83.3008275,60,8,8
"Hotel Greenland Towers, NH 6 & 16 ",22.380721,87.365968,50,6,8
"Trupti Enterprises, Bhagabanpur Industrial Area",20.238165,85.756643,50,5,3
"TDI Business Centre, Mohali",30.7366917,76.6803752,50,9,9
"Shree Balaji Autowheels, Moradabad",28.828917,78.7328429,30,11,0
"IOCL - Tikri Gas, Delhi",28.6868847,76.9849286,30,9,2
"Manickbag automobiles, Vidya Nagar",15.369541,75.119095,30,7,6
"Sonaee Veg Family Restaurant, Pune-Solapur Highway",18.487405,74.146125,50,10,5
"IOCL - Hemkund, Pasonda",28.6765653,77.341822,30,9,3
"The Grand Legacy, Panchgani-Mahabaleshwar Road",17.92655754,73.69586565,30,7,4
